Source,Target,Weight
J. J. Cale,Neil Young,2
J. J. Cale,Poco,2
J. J. Cale,The Band,2
J. J. Cale,The Byrds,1
J. J. Cale,Willie Nelson,1
Hank Marvin,George Harrison,2
Hank Marvin,Neil Young,1
Hank Marvin,Randy Bachman,1
Hank Marvin,The Shadows,19
The Backyard Committee,Bob Dylan,1
The Backyard Committee,Neil Young,1
Caitlin Canty,Neil Young,2
Emma Swift,Bob Dylan,1
Emma Swift,Neil Young,2
Emma Swift,Wilco,1
Peter Stuart,Neil Young,1
Crazy Horse (band),Booker T. & the M.G.'s,1
Crazy Horse (band),Buffalo Springfield,2
Crazy Horse (band),Buffy Sainte-Marie,1
Crazy Horse (band),"Crosby, Stills, Nash & Young",1
Crazy Horse (band),Don Gibson,1
Crazy Horse (band),Linda Ronstadt,1
Crazy Horse (band),Neil Young,36
Crazy Horse (band),Nicolette Larson,1
Crazy Horse (band),Powderfinger,4
Poco,Buffalo Springfield,6
Poco,Manassas (band),1
Poco,Neil Young,3
Sonic Youth,Hole (band),1
Sonic Youth,Joni Mitchell,3
Sonic Youth,Led Zeppelin,1
Sonic Youth,MC5,1
Sonic Youth,Neil Young,2
Sonic Youth,Pearl Jam,1
Sonic Youth,Pixies (band),1
Sonic Youth,The Flaming Lips,1
Pearls Before Swine (band),Kenny Buttrey,1
Pearls Before Swine (band),Neil Young,1
Daron Malakian and Scars on Broadway,Neil Young,2
Dan Gillespie Sells,Neil Young,1
Spencer Battiest,Neil Young,2
The Flaming Lips,Grace Potter and the Nocturnals,1
The Flaming Lips,Neil Young,1
The Flaming Lips,Nick Cave,1
The Flaming Lips,Red Hot Chili Peppers,1
The Flaming Lips,Sonic Youth,1
The Flaming Lips,The Who,1
John Sebastian,Bob Dylan,1
John Sebastian,"Crosby, Stills, Nash & Young",2
John Sebastian,Dolly Parton,1
John Sebastian,Emmylou Harris,1
John Sebastian,Johnny Cash,1
John Sebastian,Manassas (band),1
John Sebastian,Neil Young,1
The Heavy Pets,Johnny Cash,1
The Heavy Pets,Neil Young,1
The Heavy Pets,The Flaming Lips,1
The Romany Rye (band),Neil Young,1
Smoke Fairies,Blitzen Trapper,2
Smoke Fairies,Dawes (band),2
Smoke Fairies,Neil Young,3
Smoke Fairies,PJ Harvey,2
Emmylou Harris,Bob Dylan,5
Emmylou Harris,Conor Oberst,1
Emmylou Harris,Dolly Parton,21
Emmylou Harris,Gram Parsons,9
Emmylou Harris,Johnny Cash,3
Emmylou Harris,Joni Mitchell,1
Emmylou Harris,Linda Ronstadt,21
Emmylou Harris,Neil Young,8
Emmylou Harris,Nick Cave,1
Emmylou Harris,Robert Plant,1
Emmylou Harris,Sarah McLachlan,3
Emmylou Harris,The Band,2
Emmylou Harris,The Byrds,1
Emmylou Harris,Townes Van Zandt,1
Emmylou Harris,Willie Nelson,7
Everest (band),Death Cab for Cutie,1
Everest (band),Hayden (musician),1
Everest (band),Neil Young,3
Everest (band),Wilco,1
Drivin N Cryin,Gov't Mule,1
Drivin N Cryin,Neil Young,1
Speed Niggs,Dinosaur Jr.,1
Speed Niggs,Neil Young,3
Human Highway (band),Neil Young,1
Led Zeppelin,Joy Division,1
Led Zeppelin,Neil Young,1
Led Zeppelin,Pearl Jam,1
Led Zeppelin,Robert Plant,15
Led Zeppelin,The Who,2
Ty Segall,Bob Dylan,1
Ty Segall,Neil Young,1
Ty Segall,The Byrds,1
Maroon 5,Chris Cornell,3
Maroon 5,Neil Young,1
Maroon 5,Oasis (band),1
Maroon 5,Pearl Jam,1
Maroon 5,Train (band),2
Slobberbone,Drive-By Truckers,2
Slobberbone,Neil Young,2
Constantines,Neil Young,3
Constantines,Nick Cave,1
Carmen Townsend,Heart (band),1
Carmen Townsend,Neil Young,2
Hole (band),Bob Dylan,1
Hole (band),Courtney Love,12
Hole (band),Kurt Cobain,2
Hole (band),Neil Young,1
Hole (band),Red Hot Chili Peppers,1
Hole (band),Sonic Youth,8
Hole (band),Tegan and Sara,1
Hole (band),The Byrds,1
Hole (band),Veruca Salt,2
Proud Mary (band),Neil Young,2
Proud Mary (band),Oasis (band),3
Proud Mary (band),The Smiths,2
The Everly Brothers,Emmylou Harris,2
The Everly Brothers,Johnny Cash,2
The Everly Brothers,Led Zeppelin,1
The Everly Brothers,Linda Ronstadt,2
The Everly Brothers,Neil Young,1
The Everly Brothers,Robert Plant,1
The Everly Brothers,The Shadows,1
The Everly Brothers,Warren Zevon,2
Astrid Young,Neil Young,12
The Dingoes,Lynyrd Skynyrd,3
The Dingoes,Neil Young,1
Weird Owl,Neil Young,1
Weird Owl,Spirit (band),1
Lisa Mitchell,Bob Dylan,1
Lisa Mitchell,Neil Young,1
Jason C. Miller,Johnny Cash,1
Jason C. Miller,Neil Young,1
Tim Rose,Crazy Horse (band),2
Tim Rose,Neil Young,2
Tim Rose,Nick Cave,1
Tim Rose,Robert Plant,2
Tim Rose,The Band,1
Tim Rose,The Byrds,1
Tim Rose,Tim Hardin,1
Steve Grand,Led Zeppelin,1
Steve Grand,Neil Young,1
The Daily Flash,Bob Dylan,1
The Daily Flash,Buffalo Springfield,2
The Daily Flash,Iron Butterfly,1
The Daily Flash,Moby Grape,1
The Daily Flash,Neil Young,1
The Daily Flash,Rhinoceros (band),2
The Daily Flash,The Byrds,1
Grant Lee Buffalo,Neil Young,1
Grant Lee Buffalo,Pearl Jam,1
Harold Melvin & the Blue Notes,Neil Young,1
Buffy Sainte-Marie,Courtney Love,1
Buffy Sainte-Marie,Gram Parsons,1
Buffy Sainte-Marie,Joni Mitchell,4
Buffy Sainte-Marie,Neil Young,1
John Wozniak,Marcy Playground,11
John Wozniak,Neil Young,1
The Who,Bob Dylan,2
The Who,Bryan Adams,1
The Who,Eddie Vedder,2
The Who,Guns N' Roses,1
The Who,MC5,1
The Who,Neil Young,2
The Who,Oasis (band),2
The Who,The Band,1
The Who,The Shadows,2
Fleet Foxes,Blitzen Trapper,1
Fleet Foxes,Bob Dylan,1
Fleet Foxes,Neil Young,1
Dolly Parton,Emmylou Harris,8
Dolly Parton,Johnny Cash,1
Dolly Parton,Kacey Musgraves,1
Dolly Parton,Led Zeppelin,1
Dolly Parton,Linda Ronstadt,7
Dolly Parton,Neil Young,2
Miranda Lee Richards,Chrissie Hynde,1
Miranda Lee Richards,Neil Young,1
Richard Bivens,Neil Young,1
Hunter Valentine,Neil Young,1
Let's Wrestle,Dinosaur Jr.,1
Let's Wrestle,Grandaddy,1
Let's Wrestle,Neil Young,1
Let's Wrestle,Pixies (band),1
Thirteenth Step (band),Bob Dylan,1
Thirteenth Step (band),Neil Young,1
Thirteenth Step (band),Pearl Jam,1
Strand of Oaks,Jason Isbell,2
Strand of Oaks,Neil Young,1
The Ducks,Buffalo Springfield,2
The Ducks,Buffy Sainte-Marie,3
The Ducks,Crazy Horse (band),4
The Ducks,Fats Domino,1
The Ducks,Moby Grape,6
The Ducks,Neil Young,14
Thom Yorke,Bob Dylan,1
Thom Yorke,Joy Division,1
Thom Yorke,Kurt Cobain,1
Thom Yorke,Neil Young,2
Thom Yorke,PJ Harvey,3
Thom Yorke,Pixies (band),2
Thom Yorke,Red Hot Chili Peppers,3
Thom Yorke,Travis (band),1
The Gentrys,Neil Young,1
Kenny Buttrey,Barefoot Jerry,1
Kenny Buttrey,Bob Dylan,3
Kenny Buttrey,J. J. Cale,1
Kenny Buttrey,Neil Young,5
Rachael Sage,Bob Dylan,1
Rachael Sage,Neil Young,1
Rachael Sage,Sarah McLachlan,1
Prelude (band),Neil Young,1
Lukas Nelson & Promise of the Real,Chris Cornell,1
Lukas Nelson & Promise of the Real,Neil Young,16
Lukas Nelson & Promise of the Real,Pearl Jam,1
Lukas Nelson & Promise of the Real,Willie Nelson,11
Bob Dylan,David Crosby,1
Bob Dylan,Eddie Vedder,1
Bob Dylan,George Harrison,6
Bob Dylan,Guns N' Roses,1
Bob Dylan,Jeff Tweedy,1
Bob Dylan,Johnny Cash,7
Bob Dylan,Joni Mitchell,4
Bob Dylan,Kenny Buttrey,1
Bob Dylan,Neil Young,2
Bob Dylan,Nick Cave,1
Bob Dylan,Sonic Youth,1
Bob Dylan,The Band,21
Bob Dylan,The Byrds,7
Bob Dylan,The Wallflowers,1
Bob Dylan,Tom Petty and the Heartbreakers,2
Bob Dylan,Tom Waits,1
Bob Dylan,Willie Nelson,2
Charlotte Cornfield,Bob Dylan,1
Charlotte Cornfield,Joel Plaskett,2
Charlotte Cornfield,Joni Mitchell,2
Charlotte Cornfield,Neil Young,1
Charlotte Cornfield,Tegan and Sara,2
Charlotte Cornfield,The Band,1
Charlotte Cornfield,Townes Van Zandt,1
Apple Pie Motherhood Band,David Blue (musician),1
Apple Pie Motherhood Band,Joni Mitchell,1
Apple Pie Motherhood Band,Neil Young,1
James Walsh (musician),Bob Dylan,1
James Walsh (musician),George Harrison,1
James Walsh (musician),Neil Young,1
James Walsh (musician),Oasis (band),2
Cool Rainbows,Neil Young,1
Breathless (band),Neil Young,1
Del Barber,Bob Dylan,1
Del Barber,Emmylou Harris,1
Del Barber,Gram Parsons,1
Del Barber,Neil Young,1
Del Barber,The Band,1
Del Barber,Tom Cochrane,1
Del Barber,Townes Van Zandt,1
Del Barber,Wilco,1
Dallas Green (musician),Low (band),3
Dallas Green (musician),Neil Young,1
Dallas Green (musician),Tegan and Sara,3
Anthony Kiedis,Bob Dylan,1
Anthony Kiedis,Neil Young,2
Anthony Kiedis,Pearl Jam,1
Anthony Kiedis,Red Hot Chili Peppers,37
Courtney Love,Bob Dylan,1
Courtney Love,Hole (band),45
Courtney Love,Joni Mitchell,1
Courtney Love,Joy Division,1
Courtney Love,Kurt Cobain,12
Courtney Love,Led Zeppelin,1
Courtney Love,Louise Post,1
Courtney Love,Neil Young,2
Courtney Love,PJ Harvey,1
Courtney Love,Red Hot Chili Peppers,1
Courtney Love,Sonic Youth,5
Courtney Love,The Smiths,2
Courtney Love,Veruca Salt,2
Pura Fé,Neil Young,1
Dawes (band),Blitzen Trapper,1
Dawes (band),Conor Oberst,1
Dawes (band),Joni Mitchell,1
Dawes (band),Neil Young,1
Dawes (band),Warren Zevon,1
Dawes (band),Wilco,1
Pontiak,Crazy Horse (band),1
Pontiak,Neil Young,1
The Sour Notes,Neil Young,1
Red Hot Chili Peppers,Anthony Kiedis,7
Red Hot Chili Peppers,Devo,1
Red Hot Chili Peppers,Joy Division,1
Red Hot Chili Peppers,Kurt Cobain,2
Red Hot Chili Peppers,Led Zeppelin,2
Red Hot Chili Peppers,Neil Young,1
Red Hot Chili Peppers,Pearl Jam,2
Red Hot Chili Peppers,The Smiths,1
Red Hot Chili Peppers,Thom Yorke,1
Type O Negative,Depeche Mode,1
Type O Negative,Devo,1
Type O Negative,Joy Division,1
Type O Negative,Led Zeppelin,1
Type O Negative,Neil Young,3
Great Lake Swimmers,Christine Fellows,1
Great Lake Swimmers,Gram Parsons,1
Great Lake Swimmers,Iron & Wine,1
Great Lake Swimmers,Neil Young,2
Emily Rodgers,Neil Young,1
The S.I.G.I.T.,Led Zeppelin,3
The S.I.G.I.T.,Neil Young,1
Barefoot Jerry,Bob Dylan,2
Barefoot Jerry,Everlast,1
Barefoot Jerry,Johnny Cash,1
Barefoot Jerry,Kenny Buttrey,3
Barefoot Jerry,Neil Young,1
Barefoot Jerry,The Band,1
