Source,Target,Weight
Buddy Holly,The Beatles,7
Buddy Holly,The Hollies,2
Buddy Holly,The Rolling Stones,3
Chris Volpe,Allison Moorer,1
Chris Volpe,Bob Dylan,2
Chris Volpe,Conor Oberst,1
Chris Volpe,Jakob Dylan,1
Chris Volpe,John Lennon,2
Chris Volpe,Johnny Cash,1
Chris Volpe,Tom Waits,1
G. Love,Bob Dylan,1
G. Love,Jack Johnson (musician),4
G. Love,The Avett Brothers,1
Michael Messer,Bob Dylan,1
Michael Messer,Forest Sun,1
Michael Messer,Johnny Cash,2
Hollis Brown (band),Bob Dylan,3
Hollis Brown (band),Counting Crows,2
Hollis Brown (band),Cream (band),1
Hollis Brown (band),Lou Reed,1
Jon Anderson,Bob Dylan,2
Jon Anderson,Elvis Presley,1
Jon Anderson,Kanye West,1
Jon Anderson,Simon & Garfunkel,1
Jon Anderson,The Association,1
Jon Anderson,The Beatles,1
Jon Anderson,The Who,1
Doug Sahm,Bob Dylan,4
Doug Sahm,Bruce Springsteen,1
Doug Sahm,Creedence Clearwater Revival,1
Doug Sahm,Elvis Presley,2
Doug Sahm,Grateful Dead,4
Doug Sahm,Hank Williams,1
Doug Sahm,Janis Joplin,1
Doug Sahm,Jerry Garcia,1
Doug Sahm,Jimmy Reed,1
Doug Sahm,The 13th Floor Elevators,1
Doug Sahm,The Beach Boys,2
Doug Sahm,The Beatles,4
Doug Sahm,Willie Nelson,4
John Popper,Bob Dylan,1
John Popper,Eric Clapton,2
John Popper,Fiona Apple,1
John Popper,Grateful Dead,2
John Popper,Jimi Hendrix,2
John Popper,Phish,1
John Popper,Stevie Wonder,1
Anthony Kiedis,Bob Dylan,1
Anthony Kiedis,Cher,2
Anthony Kiedis,Grateful Dead,1
Anthony Kiedis,Jimi Hendrix,2
Anthony Kiedis,Neil Young,2
Anthony Kiedis,The Raconteurs,1
Chuck Berry,Bob Dylan,1
Chuck Berry,Bruce Springsteen,2
Chuck Berry,Bryan Adams,1
Chuck Berry,Buddy Holly,2
Chuck Berry,Carl Perkins,2
Chuck Berry,Electric Light Orchestra,1
Chuck Berry,Elvis Presley,1
Chuck Berry,Eric Clapton,1
Chuck Berry,Grateful Dead,1
Chuck Berry,Jimi Hendrix,1
Chuck Berry,John Lennon,1
Chuck Berry,Keith Richards,2
Chuck Berry,Linda Ronstadt,1
Chuck Berry,Muddy Waters,5
Chuck Berry,The Beach Boys,2
Chuck Berry,The Beatles,3
Chuck Berry,The Rolling Stones,4
The Allman Joys,Bob Dylan,1
Bodega (Scottish band),Bob Dylan,1
Bodega (Scottish band),Old Crow Medicine Show,1
Johnny Hallyday,Bob Dylan,1
Johnny Hallyday,Cher,1
Johnny Hallyday,Elvis Presley,4
Johnny Hallyday,Keith Richards,1
Johnny Hallyday,Small Faces,4
Johnny Hallyday,U2,1
McGuinness Flint,Bob Dylan,2
McGuinness Flint,Manfred Mann,4
Arthur Lee (musician),Bob Dylan,1
Arthur Lee (musician),Bryan MacLean,3
Arthur Lee (musician),Jack White,1
Arthur Lee (musician),Jimi Hendrix,4
Arthur Lee (musician),Johnny Mathis,1
Arthur Lee (musician),Manfred Mann,1
Arthur Lee (musician),Mick Jagger,1
Arthur Lee (musician),Muddy Waters,1
Arthur Lee (musician),Ryan Adams,1
Arthur Lee (musician),The Byrds,1
Arthur Lee (musician),The Grass Roots,2
Arthur Lee (musician),The White Stripes,1
Gotthard (band),Alice Cooper,1
Gotthard (band),Bob Dylan,1
Gotthard (band),Manfred Mann,1
Gotthard (band),The Hollies,1
Socratic (band),Bob Dylan,2
The Human Beinz,Bob Dylan,1
The Human Beinz,Grateful Dead,1
The Human Beinz,The Who,1
The Beach Boys,Alice Cooper,1
The Beach Boys,Bob Dylan,3
The Beach Boys,Chuck Berry,5
The Beach Boys,Frank Zappa,1
The Beach Boys,Grateful Dead,1
The Beach Boys,Jimi Hendrix,2
The Beach Boys,John Sebastian,1
The Beach Boys,Lou Reed,1
The Beach Boys,Paul McCartney,1
The Beach Boys,Roy Orbison,1
The Beach Boys,Small Faces,1
The Beach Boys,The Association,1
The Beach Boys,The Beatles,23
The Beach Boys,The Byrds,1
The Beach Boys,The Grass Roots,1
The Beach Boys,The Kingston Trio,1
The Beach Boys,The Rolling Stones,3
The Beach Boys,The Who,2
The Beach Boys,U2,1
The Gathering Field,Bob Dylan,1
The Gathering Field,Bruce Springsteen,1
Jayanthi Kyle,Bob Dylan,1
Danny's Reasons,Bob Dylan,1
Danny's Reasons,Janis Joplin,1
Danny's Reasons,The Animals,1
Danny's Reasons,The Rolling Stones,1
7th Regiment Drum and Bugle Corps,Bob Dylan,1
7th Regiment Drum and Bugle Corps,Radiohead,1
7th Regiment Drum and Bugle Corps,Steven Bryan,4
7th Regiment Drum and Bugle Corps,Thom Yorke,5
Freddie Scott,Bob Dylan,1
Freddie Scott,Ricky Nelson,1
Jon English,Bob Dylan,2
Jon English,Otis Redding,1
Jon English,The Beatles,2
Jon English,The Rolling Stones,1
Ivan & Alyosha,Bob Dylan,2
Curiosity Killed the Cat,Bob Dylan,1
Leslie and the Badgers,Bob Dylan,1
Leslie and the Badgers,Emmylou Harris,1
Leslie and the Badgers,Tom Petty,1
Matt Corby,Bob Dylan,1
Matt Corby,"Crosby, Stills, Nash & Young",2
Matt Corby,Jeff Buckley,1
Matt Corby,Mumford & Sons,1
Matt Corby,Nick Drake,1
Matt Corby,Otis Redding,1
Matt Corby,Sufjan Stevens,1
Rabbit Brown,Bob Dylan,1
Edwards Hand,Bob Dylan,1
Edwards Hand,Malcolm and Alwyn,2
Edwards Hand,The Beatles,4
Webb Pierce,Allison Moorer,1
Webb Pierce,Bob Dylan,1
Webb Pierce,Emmylou Harris,1
Webb Pierce,Hank Williams,1
Webb Pierce,Jimmie Rodgers (country singer),1
Webb Pierce,Marc Bolan,1
Webb Pierce,Willie Nelson,4
Wilmer Watts,Bob Dylan,1
Wilmer Watts,Charlie Poole,2
Wilmer Watts,Creedence Clearwater Revival,1
Wilmer Watts,Kelly Harrell,1
Wilmer Watts,Lead Belly,2
The Lost (band),Bob Dylan,1
The Lost (band),Lou Reed,1
Mark Spoelstra,Bob Dylan,1
Anberlin,Bob Dylan,1
Anberlin,New Found Glory,1
Anberlin,Radiohead,2
Anberlin,Straylight Run,1
Anberlin,Thom Yorke,1
The Chad Mitchell Trio,Bob Dylan,1
The Chad Mitchell Trio,Johnny Cash,1
The Chad Mitchell Trio,Phil Ochs,1
The Chad Mitchell Trio,The Beatles,1
The Chad Mitchell Trio,The Byrds,1
The Chad Mitchell Trio,The Kingston Trio,1
The Chad Mitchell Trio,Woody Guthrie,1
Leslie West,"Blood, Sweat & Tears",1
Leslie West,Bob Dylan,1
Leslie West,Cream (band),2
Leslie West,Mountain (band),13
Leslie West,Otis Redding,1
Leslie West,The Who,2
Charlie Poole,Bob Dylan,1
Charlie Poole,Joan Baez,1
Charlie Poole,New Lost City Ramblers,1
Charlie Poole,The Chieftains,1
The Beau Brummels,Bob Dylan,2
The Beau Brummels,Country Joe and the Fish,1
The Beau Brummels,Grateful Dead,1
The Beau Brummels,Kenny Buttrey,1
The Beau Brummels,Little Feat,1
The Beau Brummels,The Beatles,6
The Beau Brummels,The Byrds,1
The Beau Brummels,The Rolling Stones,1
The Beau Brummels,The Searchers (band),1
Mungo Jerry,Bob Dylan,1
Mungo Jerry,Elvis Presley,1
Mungo Jerry,Grateful Dead,1
Mungo Jerry,Lead Belly,1
Mungo Jerry,The Beatles,1
Mungo Jerry,Woody Guthrie,1
Train (band),Barenaked Ladies,1
Train (band),Bob Dylan,1
Train (band),Bruce Springsteen,1
Train (band),Cam (singer),1
Train (band),Carly Rae Jepsen,2
Train (band),Counting Crows,1
Train (band),E Street Band,1
Train (band),Hootie & the Blowfish,1
Train (band),Kris Allen,2
Train (band),Neil Young,1
Kim Lukas,Bob Dylan,1
Kim Lukas,Madonna,2
Kim Lukas,The Beatles,1
Chris Bouchillon,Bob Dylan,1
Chris Bouchillon,Woody Guthrie,1
Elizabeth Cotten,Bob Dylan,1
Elizabeth Cotten,Jerry Garcia,1
Elizabeth Cotten,Joan Baez,1
Elizabeth Cotten,Mississippi John Hurt,1
Elizabeth Cotten,Muddy Waters,1
Conor Oberst,Bob Dylan,1
Conor Oberst,Elliott Smith,3
Conor Oberst,Emmylou Harris,2
Conor Oberst,First Aid Kit (band),3
Conor Oberst,Jenny Lewis,2
Conor Oberst,Jim James,2
Conor Oberst,Leonard Cohen,1
Conor Oberst,My Morning Jacket,1
Conor Oberst,Neil Young,2
Conor Oberst,Townes Van Zandt,2
Tété,Bob Dylan,1
Tété,Jeff Buckley,1
Tété,The Beatles,1
Jade Bird,Bob Dylan,1
Jade Bird,Cat Power,1
Jade Bird,"Crosby, Stills, Nash & Young",1
Jade Bird,First Aid Kit (band),1
Jade Bird,Janis Joplin,1
Jade Bird,Joni Mitchell,1
Jade Bird,Laura Marling,1
Jade Bird,Neil Young,1
Jade Bird,Patti Smith,2
Jenny Lewis,Bob Dylan,1
Jenny Lewis,Conor Oberst,1
Jenny Lewis,Emmylou Harris,1
Mary Simpson (violinist),Bob Dylan,1
Mary Simpson (violinist),Jimi Hendrix,1
Mary Simpson (violinist),Johnny Cash,1
Mary Simpson (violinist),The Beatles,1
Electric Light Orchestra,Bob Dylan,1
Electric Light Orchestra,Chuck Berry,1
Electric Light Orchestra,Ed Sheeran,1
Electric Light Orchestra,George Harrison,4
Electric Light Orchestra,Olivia Newton-John,6
Electric Light Orchestra,Ringo Starr,1
Electric Light Orchestra,Roy Orbison,1
Electric Light Orchestra,The Beatles,2
Electric Light Orchestra,Tom Petty,1
Electric Light Orchestra,Traveling Wilburys,3
Jetset Getset,Bob Dylan,1
Jetset Getset,Eddie Rabbitt,1
Jetset Getset,Johnny Cash,2
Jetset Getset,The Band,1
Jetset Getset,Willie Nelson,1
Fred Neil,Billy Joe Shaver,1
Fred Neil,Bob Dylan,2
Fred Neil,Buddy Holly,2
Fred Neil,David Crosby,3
Fred Neil,Elvis Presley,1
Fred Neil,Gram Parsons,3
Fred Neil,Jerry Jeff Walker,2
Fred Neil,John Sebastian,4
Fred Neil,Joni Mitchell,2
Fred Neil,Karen Dalton,3
Fred Neil,Linda Ronstadt,1
Fred Neil,Roy Orbison,3
Fred Neil,Tim Buckley,3
Fred Neil,Tim Hardin,2
Sheryl Crow,Blake Shelton,1
Sheryl Crow,Bob Dylan,1
Sheryl Crow,Eddie Vedder,1
Sheryl Crow,Emmylou Harris,4
Sheryl Crow,Eric Clapton,3
Sheryl Crow,George Harrison,1
Sheryl Crow,Jason Isbell,2
Sheryl Crow,Johnny Cash,3
Sheryl Crow,Keith Richards,2
Sheryl Crow,Linda Ronstadt,1
Sheryl Crow,Lucius (band),1
Sheryl Crow,Mick Jagger,2
Sheryl Crow,Paul McCartney,1
Sheryl Crow,Ringo Starr,1
Sheryl Crow,Ryan Adams,1
Sheryl Crow,Stevie Nicks,5
Sheryl Crow,Stevie Wonder,3
Sheryl Crow,Sting (musician),4
Sheryl Crow,The Rolling Stones,1
Sheryl Crow,Willie Nelson,2
Jesse Brand,Bob Dylan,1
Jesse Brand,Creedence Clearwater Revival,1
Jesse Brand,Willie Nelson,1
Gary Stewart (singer),Bob Dylan,2
Gary Stewart (singer),Emmylou Harris,1
Gary Stewart (singer),Tom Petty,1
Jerry Garcia,Bob Dylan,3
Jerry Garcia,Brent Mydland,1
Jerry Garcia,Chuck Berry,3
Jerry Garcia,"Crosby, Stills, Nash & Young",2
Jerry Garcia,David Crosby,1
Jerry Garcia,Grateful Dead,59
Jerry Garcia,New Riders of the Purple Sage,11
Jerry Garcia,Paul Pena,1
Jerry Garcia,Robert Hunter (lyricist),2
Jerry Garcia,Warren Zevon,1
Los Mac's,Bob Dylan,1
Los Mac's,The Beatles,2
Counting Crows,Bob Dylan,2
Counting Crows,Jellyfish (band),1
Counting Crows,Joni Mitchell,2
Counting Crows,Los Lobos,1
Counting Crows,Madonna,2
Counting Crows,Sheryl Crow,3
Counting Crows,Sufjan Stevens,1
Counting Crows,The Byrds,1
Counting Crows,The Rolling Stones,1
Counting Crows,The Wallflowers,2
Counting Crows,Thin Lizzy,1
Counting Crows,U2,1
Hootie & the Blowfish,Barenaked Ladies,1
Hootie & the Blowfish,Bob Dylan,1
Less Than Jake,Bob Dylan,1
Less Than Jake,New Found Glory,1
Warren Zevon,Bob Dylan,5
Warren Zevon,Bruce Springsteen,5
Warren Zevon,Elvis Presley,1
Warren Zevon,Emmylou Harris,2
Warren Zevon,Jerry Garcia,2
Warren Zevon,Leonard Cohen,1
Warren Zevon,Linda Ronstadt,5
Warren Zevon,Little Feat,1
Warren Zevon,Muddy Waters,1
Warren Zevon,Neil Young,4
Warren Zevon,Robert Johnson,2
Warren Zevon,Stevie Nicks,2
Warren Zevon,The Turtles,2
Warren Zevon,Tom Petty,2
X (American band),Bob Dylan,1
X (American band),Johnny Cash,1
X (American band),Los Lobos,1
X (American band),Woody Guthrie,1
The Quireboys,Bob Dylan,1
The Quireboys,Chuck Berry,1
The Quireboys,The Rolling Stones,1
The Who,Bob Dylan,2
The Who,Bruce Springsteen,1
The Who,Bryan Adams,1
The Who,Buddy Holly,1
The Who,Cream (band),1
The Who,Eddie Vedder,2
The Who,Eric Clapton,2
The Who,Jimi Hendrix,2
The Who,Joe Cocker,1
The Who,John Lennon,1
The Who,Neil Young,2
The Who,Oasis (band),2
The Who,Paul McCartney,2
The Who,Small Faces,3
The Who,Sting (musician),1
The Who,The Animals,2
The Who,The Band,1
The Who,The Beach Boys,1
The Who,The Beatles,3
The Who,The Rolling Stones,4
The Who,U2,1
Luis Miguel,Bob Dylan,2
Luis Miguel,Bruce Springsteen,2
Luis Miguel,Elvis Presley,1
Luis Miguel,Stevie Wonder,1
Mashina,Bob Dylan,1
Mashina,U2,1
Asylum Street Spankers,Bob Dylan,1
Asylum Street Spankers,Johnny Cash,1
Asylum Street Spankers,Otis Redding,1
Asylum Street Spankers,Tom Waits,1
Small Faces,Bob Dylan,1
Small Faces,Elvis Presley,1
Small Faces,Otis Redding,1
Small Faces,Paul McCartney,1
Small Faces,Roxy Music,1
Small Faces,The Who,3
The Latebirds,Bob Dylan,1
The Latebirds,Johnny Cash,1
The Latebirds,Mumford & Sons,1
The Latebirds,Neil Young,1
The Latebirds,Patti Smith,1
The Latebirds,The Band,2
The Latebirds,The Beatles,1
The Latebirds,The Who,1
The Latebirds,Tom Petty,2
The Latebirds,Townes Van Zandt,1
The Latebirds,Wilco,4
"""Weird Al"" Yankovic",Alice Cooper,1
"""Weird Al"" Yankovic",Bob Dylan,1
"""Weird Al"" Yankovic",Buddy Holly,2
"""Weird Al"" Yankovic",Dire Straits,3
"""Weird Al"" Yankovic",Eminem,2
"""Weird Al"" Yankovic",Frank Zappa,2
"""Weird Al"" Yankovic",George Harrison,2
"""Weird Al"" Yankovic",Kurt Cobain,2
"""Weird Al"" Yankovic",Madonna,10
"""Weird Al"" Yankovic",Paul McCartney,2
"""Weird Al"" Yankovic",Rage Against the Machine,1
"""Weird Al"" Yankovic",Stevie Wonder,1
"""Weird Al"" Yankovic",The Beatles,1
"""Weird Al"" Yankovic",U2,2
Bruce Springsteen,Bob Dylan,3
Bruce Springsteen,E Street Band,34
Bruce Springsteen,Eddie Vedder,1
Bruce Springsteen,Elvis Presley,2
Bruce Springsteen,Madonna,2
Bruce Springsteen,Manfred Mann,1
Bruce Springsteen,Manfred Mann's Earth Band,1
Bruce Springsteen,Patti Smith,1
Bruce Springsteen,Sting (musician),1
Bruce Springsteen,The Beatles,4
Bruce Springsteen,The Rolling Stones,2
Bruce Springsteen,U2,5
Bruce Springsteen,Warren Zevon,1
Bruce Springsteen,Woody Guthrie,1
Kanye West,Adele,2
Kanye West,Bob Dylan,1
Kanye West,Eminem,4
Kanye West,Halsey (singer),1
Kanye West,Janet Jackson,1
Kanye West,Jimi Hendrix,1
Kanye West,Johnny Cash,1
Kanye West,Kurt Cobain,1
Kanye West,Madonna,2
Kanye West,Paul McCartney,2
Kanye West,Rage Against the Machine,1
Kanye West,Stevie Wonder,1
Kanye West,Sting (musician),1
Kanye West,The Rolling Stones,3
Kanye West,U2,6
Kanye West,World Party,2
Bughouse (band),Bob Dylan,1
Bughouse (band),The Go-Betweens,1
Eddie Vedder,Bob Dylan,4
Eddie Vedder,Bruce Springsteen,2
Eddie Vedder,Bryan Adams,2
Eddie Vedder,Cat Power,3
Eddie Vedder,Frank Zappa,1
Eddie Vedder,Jack Johnson (musician),1
Eddie Vedder,Kurt Cobain,1
Eddie Vedder,Layne Staley,2
Eddie Vedder,Lost Dogs,2
Eddie Vedder,Neil Diamond,1
Eddie Vedder,Neil Young,9
Eddie Vedder,Rage Against the Machine,1
Eddie Vedder,Ringo Starr,2
Eddie Vedder,Sheryl Crow,1
Eddie Vedder,The Beatles,2
Eddie Vedder,The Who,21
Eddie Vedder,Tom Petty,5
Eddie Vedder,Tom Petty and the Heartbreakers,2
Eddie Vedder,Tom Waits,1
Eddie Vedder,U2,1
Eddie Vedder,Wilco,1
Eddie Vedder,Willie Nelson,1
Amy Winehouse,Adele,4
Amy Winehouse,Anthony Hamilton (musician),1
Amy Winehouse,Bob Dylan,1
Amy Winehouse,Courtney Love,1
Amy Winehouse,Halsey (singer),1
Amy Winehouse,Lana Del Rey,2
Amy Winehouse,Marianne Faithfull,1
Amy Winehouse,Mick Jagger,1
Amy Winehouse,Patti Smith,1
Amy Winehouse,Sarah Vaughan,2
Amy Winehouse,The Rolling Stones,3
Amy Winehouse,U2,1
The Band,Bob Dylan,25
The Band,Counting Crows,3
The Band,Cream (band),1
The Band,"Crosby, Stills, Nash & Young",1
The Band,Emmylou Harris,1
The Band,Eric Clapton,5
The Band,Fairport Convention,1
The Band,George Harrison,3
The Band,Grace Potter and the Nocturnals,1
The Band,Grateful Dead,5
The Band,Jack Johnson (musician),1
The Band,Jakob Dylan,1
The Band,Janis Joplin,2
The Band,Jason Isbell,1
The Band,Jerry Garcia,1
The Band,John P. Hammond,1
The Band,Joni Mitchell,1
The Band,Muddy Waters,1
The Band,My Morning Jacket,1
The Band,Neil Diamond,1
The Band,Neil Young,1
The Band,Paul Butterfield,1
The Band,Phish,1
The Band,Richard Manuel,12
The Band,Rick Danko,19
The Band,Ringo Starr,1
The Band,Sam Cohen (musician),1
The Band,The Byrds,3
The Band,The Flying Burrito Brothers,1
The Band,The Hold Steady,2
The Band,The Wallflowers,1
The Band,Wilco,2
The Band,Woody Guthrie,1
Trapper Schoepp,Bob Dylan,3
Trapper Schoepp,Chuck Berry,1
Trapper Schoepp,Elvis Presley,1
Trapper Schoepp,Social Distortion,1
Trapper Schoepp,The Wallflowers,1
Trapper Schoepp,Wilco,1
The Sorentinos,Bob Dylan,4
The Sorentinos,Chuck Berry,1
The Sorentinos,Cream (band),1
The Sorentinos,Emmylou Harris,1
The Sorentinos,Grateful Dead,2
The Sorentinos,Hootie & the Blowfish,1
The Sorentinos,Jerry Garcia,1
The Sorentinos,Johnny Cash,1
The Sorentinos,Little Feat,1
The Sorentinos,Lucinda Williams,1
The Sorentinos,Mink DeVille,1
The Sorentinos,Muddy Waters,1
The Sorentinos,NRBQ,1
The Sorentinos,Neil Young,1
The Sorentinos,New Riders of the Purple Sage,1
The Sorentinos,Paul Kelly (Australian musician),2
The Sorentinos,The Beatles,1
The Sorentinos,The Byrds,1
The Sorentinos,The Radiators (American band),1
The Sorentinos,The Rolling Stones,1
The Sorentinos,The Who,1
The Sorentinos,Tom Petty,2
Everlast,Bob Dylan,1
Everlast,Bruce Springsteen,1
Everlast,Eminem,20
Everlast,Ice-T,5
Everlast,Johnny Cash,2
Everlast,Neil Young,1
Everlast,Rage Against the Machine,1
Everlast,The Rolling Stones,1
Everlast,Tom Petty,1
Mary Travers,Bob Dylan,2
Mary Travers,Joni Mitchell,1
Mary Travers,"Peter, Paul and Mary",7
George Ezra,Bob Dylan,1
George Ezra,Ed Sheeran,3
George Ezra,Lead Belly,2
George Ezra,Tom Odell,1
George Ezra,Woody Guthrie,2
Gilbert Bécaud,Bob Dylan,1
Gilbert Bécaud,Elvis Presley,3
Gilbert Bécaud,Neil Diamond,4
Gilbert Bécaud,Willie Nelson,1
The Crust Brothers,Bob Dylan,1
The Crust Brothers,The Band,1
Howl (Norwegian band),Bob Dylan,1
22-20s,Bob Dylan,1
22-20s,Kings of Leon,1
22-20s,Muddy Waters,2
22-20s,Oasis (band),1
22-20s,Radiohead,1
22-20s,The Rolling Stones,1
The Greencards,Asylum Street Spankers,1
The Greencards,Bob Dylan,4
The Greencards,The Avett Brothers,1
The Greencards,The Beatles,2
The Greencards,Willie Nelson,2
Blossom Toes,Bob Dylan,1
Vast Countenance,Bob Dylan,1
Vast Countenance,"Crosby, Stills, Nash & Young",1
Vast Countenance,Neil Young,1
Vast Countenance,The Beatles,2
Vast Countenance,Tim Buckley,1
JJ Appleton,Bob Dylan,1
JJ Appleton,Jeff Buckley,1
JJ Appleton,Kesha,1
JJ Appleton,Paul McCartney,1
Lonnie Johnson (musician),Bob Dylan,1
Lonnie Johnson (musician),Elvis Presley,1
Lonnie Johnson (musician),Muddy Waters,1
Lonnie Johnson (musician),Robert Johnson,4
Lonnie Johnson (musician),Victoria Spivey,4
Fotheringay,Bob Dylan,1
Fotheringay,Fairport Convention,5
The Pseudo Dates,Bob Dylan,1
The Pseudo Dates,Neil Young,1
The Pseudo Dates,Syd Barrett,1
The Pseudo Dates,The Beach Boys,1
The Pseudo Dates,The Rolling Stones,1
The Pseudo Dates,Tom Petty,1
Simon & Garfunkel,Bob Dylan,2
Simon & Garfunkel,Elvis Presley,1
Simon & Garfunkel,John Lennon,1
Simon & Garfunkel,Johnny Cash,1
Simon & Garfunkel,Paul Simon,11
Simon & Garfunkel,Roy Orbison,1
Simon & Garfunkel,The Animals,1
Simon & Garfunkel,Willie Nelson,1
Dardanelles (band),Bob Dylan,1
Dardanelles (band),The Triffids,1
Royseven,Bob Dylan,1
Royseven,Nick Cave,1
Tom Glazer,Bob Dylan,2
Tom Glazer,Josh White,1
Tom Glazer,Lead Belly,1
Tom Glazer,"Peter, Paul and Mary",2
Tom Glazer,The Kingston Trio,1
Tom Glazer,Woody Guthrie,1
Nena Daconte,Bob Dylan,1
Muddy Waters,Big Joe Williams,1
Muddy Waters,Bob Dylan,2
Muddy Waters,Cream (band),2
Muddy Waters,Eric Clapton,3
Muddy Waters,John P. Hammond,1
Muddy Waters,Keith Richards,1
Muddy Waters,Mick Jagger,1
Muddy Waters,Mike Bloomfield,1
Muddy Waters,Paul Butterfield,2
Muddy Waters,Robert Johnson,1
Muddy Waters,The Band,2
Muddy Waters,The Rolling Stones,3
Dirty Pretty Things (band),Bob Dylan,1
Kevin Mitchell (musician),Bob Dylan,4
Kevin Mitchell (musician),Eric Clapton,1
Kevin Mitchell (musician),Holly Throsby,1
Kevin Mitchell (musician),John Lennon,1
Kevin Mitchell (musician),Nick Cave,1
Kevin Mitchell (musician),Otis Redding,1
Kevin Mitchell (musician),Paul Kelly (Australian musician),1
Kevin Mitchell (musician),Ryan Adams,1
Kevin Mitchell (musician),Sheryl Crow,1
Kevin Mitchell (musician),The Beach Boys,1
Kevin Mitchell (musician),The Triffids,1
Kevin Mitchell (musician),Tom Waits,1
Kevin Mitchell (musician),Wilco,1
Willie Nelson,Asleep at the Wheel,1
Willie Nelson,Billy Joe Shaver,2
Willie Nelson,Billy Joel,1
Willie Nelson,Bob Dylan,2
Willie Nelson,Cher,1
Willie Nelson,Elvis Presley,1
Willie Nelson,Emmylou Harris,2
Willie Nelson,Eric Clapton,1
Willie Nelson,Ernest Tubb,1
Willie Nelson,Gwen Stefani,1
Willie Nelson,Hank Williams,1
Willie Nelson,Johnny Cash,8
Willie Nelson,Karen O,1
Willie Nelson,Keith Richards,1
Willie Nelson,Leon Payne,1
Willie Nelson,Neil Young,4
Willie Nelson,Phish,1
Willie Nelson,Ringo Starr,1
Willie Nelson,Roy Orbison,2
Willie Nelson,Sheryl Crow,2
Red Cardell,Bob Dylan,1
Red Cardell,Fairport Convention,1
Red Cardell,Madonna,2
Red Cardell,Robert Johnson,1
Red Cardell,Sting (musician),1
Maldita Vecindad,Bob Dylan,1
Maldita Vecindad,Leonard Cohen,1
Nine Days,Bob Dylan,2
Nine Days,Bruce Springsteen,1
Nine Days,My Chemical Romance,1
Nine Days,Neil Young,1
The Blues Project,"Blood, Sweat & Tears",1
The Blues Project,Bob Dylan,1
The Blues Project,Country Joe and the Fish,1
The Blues Project,Dave Van Ronk,1
The Blues Project,Grateful Dead,1
The Blues Project,Muddy Waters,1
The Blues Project,The Beatles,1
Marianne Faithfull,Amy Winehouse,1
Marianne Faithfull,Bob Dylan,1
Marianne Faithfull,Emmylou Harris,1
Marianne Faithfull,John Lennon,1
Marianne Faithfull,Keith Richards,4
Marianne Faithfull,Mick Jagger,6
Marianne Faithfull,Morrissey,1
Marianne Faithfull,Nick Cave,4
Marianne Faithfull,PJ Harvey,1
Marianne Faithfull,Patti Smith,1
Marianne Faithfull,Stevie Nicks,1
Marianne Faithfull,The Band,1
Marianne Faithfull,The Beatles,1
Marianne Faithfull,The Chieftains,1
Marianne Faithfull,The Rolling Stones,7
Marianne Faithfull,Tom Waits,2
Naked Eyes,Bob Dylan,1
Naked Eyes,Madonna,2
Naked Eyes,Stevie Wonder,1
Naked Eyes,The Beatles,1
Amos Lee,Adele,1
Amos Lee,Bob Dylan,2
Amos Lee,Bruce Springsteen,1
Amos Lee,Cher,2
Amos Lee,Jack Johnson (musician),1
Amos Lee,Joni Mitchell,1
Amos Lee,Lucinda Williams,1
Amos Lee,Norah Jones,7
Amos Lee,Otis Redding,1
Amos Lee,Paul Simon,1
Amos Lee,The Avett Brothers,1
Amos Lee,Willie Nelson,1
Eddie Noack,Bob Dylan,1
Eddie Noack,Ernest Tubb,1
Eddie Noack,Hank Williams,2
Eddie Noack,Jimmie Rodgers (country singer),1
Eddie Noack,Johnny Cash,1
Eddie Noack,Leon Payne,2
Dorris Henderson,Bob Dylan,1
Dorris Henderson,Dave Van Ronk,1
Dorris Henderson,Fred Neil,1
Dorris Henderson,Odetta,1
Dorris Henderson,Paul Simon,1
Joëlle Mogensen,Bob Dylan,1
Joëlle Mogensen,Johnny Hallyday,1
Died Pretty,Bob Dylan,2
Leonard Cohen,Barenaked Ladies,1
Leonard Cohen,Bob Dylan,2
Leonard Cohen,Courtney Love,1
Leonard Cohen,First Aid Kit (band),1
Leonard Cohen,Jeff Buckley,2
Leonard Cohen,Joan Baez,1
Leonard Cohen,Joni Mitchell,2
Leonard Cohen,Judy Collins,4
Leonard Cohen,Kurt Cobain,1
Leonard Cohen,Lana Del Rey,3
Leonard Cohen,Paul Kelly (Australian musician),1
Leonard Cohen,Paul Simon,2
Leonard Cohen,Sting (musician),1
Leonard Cohen,The Lumineers,1
Leonard Cohen,U2,2
Jack Johnson (musician),Bob Dylan,1
Jack Johnson (musician),Eddie Vedder,1
Jack Johnson (musician),G. Love,6
Jack Johnson (musician),Jimi Hendrix,2
Jack Johnson (musician),John Lennon,2
Jack Johnson (musician),Neil Young,1
Jack Johnson (musician),Otis Redding,1
Jack Johnson (musician),Radiohead,1
Jack Johnson (musician),The Beatles,1
Jack Johnson (musician),Willie Nelson,1
New York Dolls,Alice Cooper,1
New York Dolls,Bob Dylan,1
New York Dolls,John Lennon,1
New York Dolls,Lou Reed,1
New York Dolls,Morrissey,5
New York Dolls,Otis Redding,1
New York Dolls,The Rolling Stones,3
Albert Castiglia,Bob Dylan,3
Albert Castiglia,The Rolling Stones,2
Randall Goodgame,Bob Dylan,1
The Turtles,Bob Dylan,2
The Turtles,Bruce Springsteen,2
